"Keyword";"Found in";"Repeats";"Density";"Prominence","precio";"";"22";"2.29%";"69.24%"
"champion precio";"";"3";"0.63%";"67.99%"
"camiseta champion";"";"3";"0.63%";"68.09%"
"760 camiseta";"";"3";"0.63%";"68.20%"
"puppy precio";"";"3";"0.63%";"68.51%"
"chaleco puppy";"";"3";"0.63%";"68.61%"
"top ventas";"";"3";"0.63%";"87.00%"
"comprar ahora";"";"3";"0.63%";"81.40%"
"shopify theme";"";"2";"0.42%";"1.72%"
"de entrada";"";"2";"0.42%";"9.85%"
"bandeja de";"";"2";"0.42%";"9.96%"
"tu bandeja";"";"2";"0.42%";"10.06%"
"directamente a";"";"2";"0.42%";"10.27%"
"ofertas directamente";"";"2";"0.42%";"10.38%"
"y ofertas";"";"2";"0.42%";"10.48%"
"nuevos productos";"";"2";"0.42%";"10.69%"
"promociones nuevos";"";"2";"0.42%";"10.79%"
"newsletter promociones";"";"2";"0.42%";"10.90%"
"nuestra newsletter";"";"2";"0.42%";"11.00%"
"a nuestra";"";"2";"0.42%";"11.11%"
"aviso legal";"";"2";"0.42%";"49.43%"
"servicio aviso";"";"2";"0.42%";"49.53%"
"de servicio";"";"2";"0.42%";"49.64%"
"términos de";"";"2";"0.42%";"49.74%"
"envíos términos";"";"2";"0.42%";"49.84%"
"de envíos";"";"2";"0.42%";"49.95%"
"cookies política";"";"2";"0.42%";"50.16%"
"de cookies";"";"2";"0.42%";"50.26%"
"privacidad política";"";"2";"0.42%";"50.47%"
"de privacidad";"";"2";"0.42%";"50.57%"
"reembolso política";"";"2";"0.42%";"50.78%"
"de reembolso";"";"2";"0.42%";"50.89%"
"contacto política";"";"2";"0.42%";"51.09%"
"búsqueda contacto";"";"2";"0.42%";"51.20%"
"todos los";"";"2";"0.42%";"44.32%"
"gratis a";"";"2";"0.42%";"50.21%"
"sus clientes";"";"2";"0.42%";"12.67%"
"a sus";"";"2";"0.42%";"12.77%"
"días de";"";"2";"0.42%";"46.30%"
"madrid la";"";"2";"0.42%";"31.07%"
"rojas madrid";"";"2";"0.42%";"31.18%"
"laura rojas";"";"2";"0.42%";"31.28%"
"cliente laura";"";"2";"0.42%";"31.39%"
"buena atención";"";"2";"0.42%";"31.70%"
"y buena";"";"2";"0.42%";"31.80%"
"máxima y";"";"2";"0.42%";"31.91%"
"calidad máxima";"";"2";"0.42%";"32.01%"
"compré calidad";"";"2";"0.42%";"32.12%"
"la compré";"";"2";"0.42%";"32.22%"
"pawlenciaga y";"";"2";"0.42%";"32.43%"
"chaqueta pawlenciaga";"";"2";"0.42%";"32.53%"
"atención la";"";"2";"0.42%";"32.74%"
"la atención";"";"2";"0.42%";"32.85%"
"mucho la";"";"2";"0.42%";"32.95%"
"llamó mucho";"";"2";"0.42%";"33.06%"
"me llamó";"";"2";"0.42%";"33.16%"
"pero me";"";"2";"0.42%";"33.26%"
"internet pero";"";"2";"0.42%";"33.37%"
"por internet";"";"2";"0.42%";"33.47%"
"comprar por";"";"2";"0.42%";"33.58%"
"suelo comprar";"";"2";"0.42%";"33.68%"
"josé valencia";"";"2";"0.42%";"33.99%"
"maría josé";"";"2";"0.42%";"34.10%"
"navidades maría";"";"2";"0.42%";"34.20%"
"estas navidades";"";"2";"0.42%";"34.31%"
"repetiré estas";"";"2";"0.42%";"34.41%"
"duda repetiré";"";"2";"0.42%";"34.52%"
"sin duda";"";"2";"0.42%";"34.62%"
"buena sin";"";"2";"0.42%";"34.72%"
"muy buena";"";"2";"0.42%";"34.83%"
"calidad muy";"";"2";"0.42%";"34.93%"
"y calidad";"";"2";"0.42%";"35.04%"
"rápidos y";"";"2";"0.42%";"35.14%"
"envíos rápidos";"";"2";"0.42%";"35.25%"
"esperaba envíos";"";"2";"0.42%";"35.35%"
"como esperaba";"";"2";"0.42%";"35.45%"
"llegó como";"";"2";"0.42%";"35.56%"
"me llegó";"";"2";"0.42%";"35.66%"
"todo me";"";"2";"0.42%";"35.77%"
"y todo";"";"2";"0.42%";"35.87%"
"semanas y";"";"2";"0.42%";"35.97%"
"3 semanas";"";"2";"0.42%";"36.08%"
"hace 3";"";"2";"0.42%";"36.18%"
"tienda hace";"";"2";"0.42%";"36.29%"
"esta tienda";"";"2";"0.42%";"36.39%"
"en esta";"";"2";"0.42%";"36.50%"
"pedí en";"";"2";"0.42%";"36.60%"
"toledo pedí";"";"2";"0.42%";"36.70%"
"corona toledo";"";"2";"0.42%";"36.81%"
"jaime corona";"";"2";"0.42%";"36.91%"
"recomendable jaime";"";"2";"0.42%";"37.02%"
"100 recomendable";"";"2";"0.42%";"37.12%"
"mascota 100";"";"2";"0.42%";"37.23%"
"mi mascota";"";"2";"0.42%";"37.33%"
"con mi";"";"2";"0.42%";"37.43%"
"utilidad con";"";"2";"0.42%";"37.54%"
"gran utilidad";"";"2";"0.42%";"37.64%"
"su gran";"";"2";"0.42%";"37.75%"
"todo de";"";"2";"0.42%";"37.96%"
"sobre todo";"";"2";"0.42%";"38.06%"
"y sobre";"";"2";"0.42%";"38.16%"
"sus productos";"";"2";"0.42%";"38.37%"
"calidad de";"";"2";"0.42%";"38.58%"
"la calidad";"";"2";"0.42%";"38.69%"
"sorprendo de";"";"2";"0.42%";"38.89%"
"me sorprendo";"";"2";"0.42%";"39.00%"
"animal me";"";"2";"0.42%";"39.10%"
"compro en";"";"2";"0.42%";"39.42%"
"que compro";"";"2";"0.42%";"39.52%"
"siempre que";"";"2";"0.42%";"39.62%"
"castellon siempre";"";"2";"0.42%";"39.73%"
"tarjeta regalo";"";"2";"0.42%";"56.67%"
"regalo de";"";"2";"0.42%";"57.04%"
"monster precio";"";"2";"0.42%";"66.68%"
"militar monster";"";"2";"0.42%";"66.79%"
"chaqueta militar";"";"2";"0.42%";"66.89%"
"760 chaqueta";"";"2";"0.42%";"67.00%"
"cleopatra precio";"";"2";"0.42%";"67.31%"
"suéter cleopatra";"";"2";"0.42%";"67.41%"
"13 precio";"";"2";"0.42%";"67.83%"
"pawlenciaga 13";"";"2";"0.42%";"67.94%"
"sudadera pawlenciaga";"";"2";"0.42%";"68.04%"
"760 sudadera";"";"2";"0.42%";"68.14%"
"20 precio";"";"2";"0.42%";"68.46%"
"face 20";"";"2";"0.42%";"68.56%"
"chaqueta the";"";"2";"0.42%";"68.87%"
"633 chaqueta";"";"2";"0.42%";"68.98%"
"tu mascota";"";"2";"0.42%";"82.53%"
"chaleco the";"";"2";"0.42%";"85.61%"
"para mascotas";"TD";"2";"0.42%";"93.01%"
"nosotros ingresar";"";"2";"0.42%";"92.49%"
"contacto trabaja";"";"2";"0.42%";"92.81%"
"pedido contacto";"";"2";"0.42%";"92.91%"
"ofertas localizar";"";"2";"0.42%";"93.22%"
"ventas ofertas";"";"2";"0.42%";"93.33%"
"cuidados top";"";"2";"0.42%";"93.53%"
"y cuidados";"";"2";"0.42%";"93.64%"
"utilidad y";"";"2";"0.42%";"93.74%"
"juguetes utilidad";"";"2";"0.42%";"93.85%"
"ropa juguetes";"";"2";"0.42%";"93.95%"
"express ropa";"";"2";"0.42%";"94.06%"
"envío express";"";"2";"0.42%";"94.16%"
"productos envío";"";"2";"0.42%";"94.26%"
"inicio productos";"";"2";"0.42%";"94.68%"
"carrito de";"";"2";"0.42%";"92.91%"
"cerrar carrito";"";"2";"0.42%";"96.25%"
"menú productos";"";"2";"0.42%";"98.28%","Keyword";"Found in";"Repeats";"Density";"Prominence","precio habitual 760";"";"17";"5.32%";"67.58%"
"the dog face";"";"8";"2.50%";"77.09%"
"valencia no suelo";"";"5";"1.56%";"34.10%"
"habitual 760 chaleco";"";"5";"1.56%";"66.84%"
"habitual 760 suéter";"";"5";"1.56%";"67.61%"
"trabaja con nosotros";"";"3";"0.94%";"64.03%"
"localizar mi pedido";"";"3";"0.94%";"64.48%"
"atención al cliente";"";"3";"0.94%";"25.34%"
"juan cumplido castellon";"";"3";"0.94%";"32.74%"
"pena juan cumplido";"";"3";"0.94%";"32.85%"
"la pena juan";"";"3";"0.94%";"32.95%"
"merece la pena";"";"3";"0.94%";"33.06%"
"encantó merece la";"";"3";"0.94%";"33.16%"
"me encantó merece";"";"3";"0.94%";"33.26%"
"hice me encantó";"";"3";"0.94%";"33.37%"
"que hice me";"";"3";"0.94%";"33.47%"
"pedido que hice";"";"3";"0.94%";"33.58%"
"el pedido que";"";"3";"0.94%";"33.68%"
"pero el pedido";"";"3";"0.94%";"33.79%"
"reseñas pero el";"";"3";"0.94%";"33.89%"
"dejar reseñas pero";"";"3";"0.94%";"33.99%"
"suelo dejar reseñas";"";"3";"0.94%";"34.10%"
"no suelo dejar";"";"3";"0.94%";"34.20%"
"forner valencia no";"";"3";"0.94%";"34.41%"
"isabel forner valencia";"";"3";"0.94%";"34.52%"
"maria isabel forner";"";"3";"0.94%";"34.62%"
"tienen maria isabel";"";"3";"0.94%";"34.72%"
"que tienen maria";"";"3";"0.94%";"34.83%"
"artículo que tienen";"";"3";"0.94%";"34.93%"
"mejor artículo que";"";"3";"0.94%";"35.04%"
"el mejor artículo";"";"3";"0.94%";"35.14%"
"parece el mejor";"";"3";"0.94%";"35.25%"
"me parece el";"";"3";"0.94%";"35.35%"
"face me parece";"";"3";"0.94%";"35.45%"
"dog face me";"";"3";"0.94%";"35.56%"
"chaqueta dog face";"";"3";"0.94%";"35.66%"
"la chaqueta dog";"";"3";"0.94%";"35.77%"
"encanta la chaqueta";"";"3";"0.94%";"35.87%"
"me encanta la";"";"3";"0.94%";"35.97%"
"mi me encanta";"";"3";"0.94%";"36.08%"
"bilbao a mi";"";"3";"0.94%";"36.29%"
"lópez bilbao a";"";"3";"0.94%";"36.39%"
"paula lópez bilbao";"";"3";"0.94%";"36.50%"
"recomendable paula lópez";"";"3";"0.94%";"36.60%"
"increibles recomendable paula";"";"3";"0.94%";"36.70%"
"son increibles recomendable";"";"3";"0.94%";"36.81%"
"sitio son increibles";"";"3";"0.94%";"36.91%"
"ningún sitio son";"";"3";"0.94%";"37.02%"
"en ningún sitio";"";"3";"0.94%";"37.12%"
"encuentras en ningún";"";"3";"0.94%";"37.23%"
"los encuentras en";"";"3";"0.94%";"37.33%"
"no los encuentras";"";"3";"0.94%";"37.43%"
"productos no los";"";"3";"0.94%";"37.54%"
"estos productos no";"";"3";"0.94%";"37.64%"
"que estos productos";"";"3";"0.94%";"37.75%"
"verdad que estos";"";"3";"0.94%";"37.85%"
"la verdad que";"";"3";"0.94%";"37.96%"
"en tendencia animal";"";"3";"0.94%";"50.64%"
"precio habitual 633";"";"3";"0.94%";"66.74%"
"tactic precio habitual";"";"3";"0.94%";"66.84%"
"chaleco tactic precio";"";"3";"0.94%";"66.94%"
"760 chaleco tactic";"";"3";"0.94%";"67.05%"
"eight precio habitual";"";"3";"0.94%";"67.36%"
"suéter eight precio";"";"3";"0.94%";"67.47%"
"760 suéter eight";"";"3";"0.94%";"67.57%"
"champion precio habitual";"";"3";"0.94%";"67.88%"
"camiseta champion precio";"";"3";"0.94%";"67.99%"
"760 camiseta champion";"";"3";"0.94%";"68.09%"
"habitual 760 camiseta";"";"3";"0.94%";"68.20%"
"puppy precio habitual";"";"3";"0.94%";"68.40%"
"chaleco puppy precio";"";"3";"0.94%";"68.51%"
"bandeja de entrada";"";"2";"0.63%";"9.85%"
"tu bandeja de";"";"2";"0.63%";"9.96%"
"a tu bandeja";"";"2";"0.63%";"10.06%"
"directamente a tu";"";"2";"0.63%";"10.17%"
"ofertas directamente a";"";"2";"0.63%";"10.27%"
"y ofertas directamente";"";"2";"0.63%";"10.38%"
"productos y ofertas";"";"2";"0.63%";"10.48%"
"nuevos productos y";"";"2";"0.63%";"10.58%"
"promociones nuevos productos";"";"2";"0.63%";"10.69%"
"newsletter promociones nuevos";"";"2";"0.63%";"10.79%"
"nuestra newsletter promociones";"";"2";"0.63%";"10.90%"
"a nuestra newsletter";"";"2";"0.63%";"11.00%"
"servicio aviso legal";"";"2";"0.63%";"49.43%"
"de servicio aviso";"";"2";"0.63%";"49.53%"
"términos de servicio";"";"2";"0.63%";"49.64%"
"envíos términos de";"";"2";"0.63%";"49.74%"
"de envíos términos";"";"2";"0.63%";"49.84%"
"política de envíos";"";"2";"0.63%";"49.95%"
"cookies política de";"";"2";"0.63%";"50.05%"
"de cookies política";"";"2";"0.63%";"50.16%"
"política de cookies";"";"2";"0.63%";"50.26%"
"privacidad política de";"";"2";"0.63%";"50.36%"
"de privacidad política";"";"2";"0.63%";"50.47%"
"política de privacidad";"";"2";"0.63%";"50.57%"
"reembolso política de";"";"2";"0.63%";"50.68%"
"de reembolso política";"";"2";"0.63%";"50.78%"
"política de reembolso";"";"2";"0.63%";"50.89%"
"contacto política de";"";"2";"0.63%";"50.99%"
"búsqueda contacto política";"";"2";"0.63%";"51.09%"
"a sus clientes";"";"2";"0.63%";"12.67%"
"madrid la verdad";"";"2";"0.63%";"30.97%"
"rojas madrid la";"";"2";"0.63%";"31.07%"
"laura rojas madrid";"";"2";"0.63%";"31.18%"
"cliente laura rojas";"";"2";"0.63%";"31.28%"
"al cliente laura";"";"2";"0.63%";"31.39%"
"buena atención al";"";"2";"0.63%";"31.60%"
"y buena atención";"";"2";"0.63%";"31.70%"
"máxima y buena";"";"2";"0.63%";"31.80%"
"calidad máxima y";"";"2";"0.63%";"31.91%"
"compré calidad máxima";"";"2";"0.63%";"32.01%"
"la compré calidad";"";"2";"0.63%";"32.12%"
"y la compré";"";"2";"0.63%";"32.22%"
"pawlenciaga y la";"";"2";"0.63%";"32.33%"
"chaqueta pawlenciaga y";"";"2";"0.63%";"32.43%"
"la chaqueta pawlenciaga";"";"2";"0.63%";"32.53%"
"atención la chaqueta";"";"2";"0.63%";"32.64%"
"la atención la";"";"2";"0.63%";"32.74%"
"mucho la atención";"";"2";"0.63%";"32.85%"
"llamó mucho la";"";"2";"0.63%";"32.95%"
"me llamó mucho";"";"2";"0.63%";"33.06%"
"pero me llamó";"";"2";"0.63%";"33.16%"
"internet pero me";"";"2";"0.63%";"33.26%"
"por internet pero";"";"2";"0.63%";"33.37%"
"comprar por internet";"";"2";"0.63%";"33.47%"
"suelo comprar por";"";"2";"0.63%";"33.58%"
"no suelo comprar";"";"2";"0.63%";"33.68%"
"josé valencia no";"";"2";"0.63%";"33.89%"
"maría josé valencia";"";"2";"0.63%";"33.99%"
"navidades maría josé";"";"2";"0.63%";"34.10%"
"estas navidades maría";"";"2";"0.63%";"34.20%"
"repetiré estas navidades";"";"2";"0.63%";"34.31%"
"duda repetiré estas";"";"2";"0.63%";"34.41%"
"sin duda repetiré";"";"2";"0.63%";"34.52%"
"buena sin duda";"";"2";"0.63%";"34.62%"
"muy buena sin";"";"2";"0.63%";"34.72%"
"calidad muy buena";"";"2";"0.63%";"34.83%"
"y calidad muy";"";"2";"0.63%";"34.93%"
"rápidos y calidad";"";"2";"0.63%";"35.04%"
"envíos rápidos y";"";"2";"0.63%";"35.14%"
"esperaba envíos rápidos";"";"2";"0.63%";"35.25%"
"como esperaba envíos";"";"2";"0.63%";"35.35%"
"llegó como esperaba";"";"2";"0.63%";"35.45%"
"me llegó como";"";"2";"0.63%";"35.56%"
"todo me llegó";"";"2";"0.63%";"35.66%"
"y todo me";"";"2";"0.63%";"35.77%"
"semanas y todo";"";"2";"0.63%";"35.87%"
"3 semanas y";"";"2";"0.63%";"35.97%"
"hace 3 semanas";"";"2";"0.63%";"36.08%"
"tienda hace 3";"";"2";"0.63%";"36.18%"
"esta tienda hace";"";"2";"0.63%";"36.29%"
"en esta tienda";"";"2";"0.63%";"36.39%"
"pedí en esta";"";"2";"0.63%";"36.50%"
"toledo pedí en";"";"2";"0.63%";"36.60%"
"corona toledo pedí";"";"2";"0.63%";"36.70%"
"jaime corona toledo";"";"2";"0.63%";"36.81%"
"recomendable jaime corona";"";"2";"0.63%";"36.91%"
"100 recomendable jaime";"";"2";"0.63%";"37.02%"
"mascota 100 recomendable";"";"2";"0.63%";"37.12%"
"mi mascota 100";"";"2";"0.63%";"37.23%"
"con mi mascota";"";"2";"0.63%";"37.33%"
"utilidad con mi";"";"2";"0.63%";"37.43%"
"gran utilidad con";"";"2";"0.63%";"37.54%"
"su gran utilidad";"";"2";"0.63%";"37.64%"
"de su gran";"";"2";"0.63%";"37.75%"
"todo de su";"";"2";"0.63%";"37.85%"
"sobre todo de";"";"2";"0.63%";"37.96%"
"y sobre todo";"";"2";"0.63%";"38.06%"
"productos y sobre";"";"2";"0.63%";"38.16%"
"sus productos y";"";"2";"0.63%";"38.27%"
"de sus productos";"";"2";"0.63%";"38.37%"
"calidad de sus";"";"2";"0.63%";"38.48%"
"la calidad de";"";"2";"0.63%";"38.58%"
"de la calidad";"";"2";"0.63%";"38.69%"
"sorprendo de la";"";"2";"0.63%";"38.79%"
"me sorprendo de";"";"2";"0.63%";"38.89%"
"animal me sorprendo";"";"2";"0.63%";"39.00%"
"tendencia animal me";"";"2";"0.63%";"39.10%"
"compro en tendencia";"";"2";"0.63%";"39.31%"
"que compro en";"";"2";"0.63%";"39.42%"
"siempre que compro";"";"2";"0.63%";"39.52%"
